time,gFx,gFy,gFz,TgF
10.734601,0.2103,0.7226,0.1410,0.77
10.754882,0.2175,0.7174,0.1517,0.76
10.784314,0.2040,0.7283,0.1559,0.77
10.801173,0.2049,0.7161,0.1368,0.76
10.817646,0.2077,0.7237,0.1414,0.77
10.841227,0.2203,0.7156,0.1300,0.76
10.868062,0.2150,0.7200,0.1556,0.77
10.886234,0.2098,0.7134,0.1422,0.76
10.901746,0.2066,0.7183,0.1383,0.76
10.935241,0.2145,0.7230,0.1637,0.77
10.955577,0.2191,0.7174,0.1419,0.76
10.968865,0.2130,0.7232,0.1439,0.77
10.985491,0.2166,0.7095,0.1178,0.75
11.002285,0.2140,0.7068,0.1512,0.75
11.036183,0.1894,0.7170,0.1463,0.76
11.057490,0.1885,0.7376,0.1484,0.78
11.092059,0.2184,0.7210,0.1524,0.77
11.093237,0.2184,0.7198,0.1505,0.77
11.103298,0.2152,0.7176,0.1486,0.76
11.136841,0.2203,0.7109,0.1412,0.76
11.160329,0.2154,0.7112,0.1307,0.75
11.196467,0.2057,0.7186,0.1532,0.76
11.197439,0.2057,0.7186,0.1532,0.76
11.220777,0.2028,0.7230,0.1429,0.76
11.236887,0.1992,0.7263,0.1442,0.77
11.258411,0.2115,0.7149,0.1449,0.76
11.297963,0.2023,0.7139,0.1300,0.75
11.299034,0.2030,0.7186,0.1370,0.76
11.320571,0.2147,0.7163,0.1527,0.76
11.337237,0.2220,0.7137,0.1417,0.76
11.357643,0.2187,0.7183,0.1358,0.76
11.391281,0.2091,0.7200,0.1573,0.77
11.403617,0.2115,0.7170,0.1515,0.76
11.420797,0.2108,0.7188,0.1351,0.76
11.437435,0.2101,0.7158,0.1321,0.76
11.457869,0.2135,0.7137,0.1407,0.76
11.494522,0.2123,0.7183,0.1324,0.76
11.504052,0.2049,0.7237,0.1395,0.76
11.520391,0.2091,0.7283,0.1486,0.77
11.536802,0.2210,0.7212,0.1517,0.77
11.557353,0.2040,0.7327,0.1334,0.77
11.588212,0.2213,0.7114,0.1426,0.76
11.604258,0.2203,0.7137,0.1473,0.76
11.622488,0.2016,0.7193,0.1456,0.76
11.654283,0.2101,0.7179,0.1395,0.76
11.674976,0.2152,0.7097,0.1373,0.75
11.711850,0.1916,0.7217,0.1386,0.76
11.712537,0.1916,0.7217,0.1386,0.76
11.720491,0.1982,0.7224,0.1444,0.76
11.753919,0.2086,0.7279,0.1522,0.77
11.775413,0.2121,0.7224,0.1363,0.77
11.808086,0.2233,0.7161,0.1342,0.76
11.808970,0.2233,0.7161,0.1342,0.76
11.837809,0.2171,0.7154,0.1442,0.76
11.858259,0.2040,0.7268,0.1442,0.77
