time,gFx,gFy,gFz,TgF
9.634000,-0.2801,0.5289,0.2768,0.66
9.672123,-0.2931,0.5465,0.2558,0.67
9.672814,-0.2931,0.5465,0.2558,0.67
9.696370,-0.2845,0.5504,0.2554,0.67
9.717747,-0.2705,0.5536,0.2835,0.68
9.754806,-0.2551,0.5191,0.2395,0.63
9.755960,-0.2544,0.5138,0.2383,0.62
9.780734,-0.2426,0.4935,0.2033,0.59
9.797083,-0.2285,0.5201,0.1943,0.60
9.813809,-0.1982,0.5022,0.1750,0.57
9.835944,-0.1731,0.4940,0.1698,0.55
9.877345,-0.1985,0.4407,0.1561,0.51
9.878346,-0.1985,0.4407,0.1561,0.51
9.892692,-0.1892,0.4287,0.1671,0.50
9.918069,-0.2314,0.4597,0.1677,0.54
9.949494,-0.2486,0.6026,0.1363,0.67
9.963428,-0.2720,0.6264,0.1519,0.70
9.981622,-0.3318,0.6320,0.1549,0.73
9.998341,-0.3634,0.6269,0.1544,0.74
10.013940,-0.3612,0.5919,0.1468,0.71
10.035965,-0.3441,0.5868,0.1283,0.69
10.068459,-0.3328,0.5732,0.2143,0.70
10.080757,-0.3234,0.5574,0.2013,0.68
10.099367,-0.3328,0.5785,0.1612,0.69
10.119054,-0.3231,0.5925,0.1312,0.69
10.152731,-0.3216,0.7000,0.1053,0.78
10.163512,-0.3138,0.7156,0.0862,0.79
10.180167,-0.3097,0.7379,0.0638,0.80
10.197605,-0.3153,0.7655,0.0201,0.83
10.235215,-0.3001,0.7787,0.0338,0.84
10.267588,-0.3209,0.9563,0.0769,1.01
10.268397,-0.3209,0.9563,0.0769,1.01
10.281134,-0.3326,1.0499,0.0472,1.10
10.300097,-0.3126,1.0734,0.0177,1.12
10.334025,-0.2363,0.9414,0.1011,0.98
10.376562,-0.0846,0.6426,0.2365,0.69
10.377271,-0.0846,0.6426,0.2365,0.69
10.397826,0.0046,0.5993,0.2786,0.66
10.415456,-0.0014,0.5986,0.2195,0.64
10.437116,-0.0224,0.6422,0.1554,0.66
10.481517,-0.2962,0.6418,0.3033,0.77
10.482413,-0.2962,0.6418,0.3033,0.77
10.498477,-0.3064,0.5961,0.3930,0.78
10.515190,-0.3038,0.5315,0.4154,0.74
10.538097,-0.2029,0.4884,0.4592,0.70
10.579621,-0.2268,0.5909,0.3891,0.74
10.580546,-0.2268,0.5909,0.3891,0.74
10.598937,-0.2139,0.4800,0.4636,0.70
10.620564,-0.2155,0.3360,0.5026,0.64
10.666091,-0.1340,0.3244,0.4937,0.61
10.667317,-0.1193,0.3316,0.4865,0.60
10.670003,-0.1762,0.3202,0.4599,0.59
10.699606,-0.1400,0.3551,0.5154,0.64
10.715822,-0.2260,0.2072,0.5254,0.61
10.737821,-0.1874,0.2342,0.6051,0.68
10.781272,-0.1654,0.2889,0.5699,0.66
10.782805,-0.1626,0.2703,0.5587,0.64
10.799578,-0.1622,0.2344,0.6510,0.71
10.816621,-0.1703,0.1821,0.6916,0.74
10.838756,-0.1945,0.1193,0.6962,0.73
10.866959,-0.2141,0.1161,0.6864,0.73
10.882470,-0.2079,0.0832,0.7165,0.75
10.898860,-0.2209,0.1135,0.7568,0.80
10.916078,-0.2143,0.1212,0.7720,0.81
10.938777,-0.2300,0.0881,0.7903,0.83
10.966607,-0.2351,0.0427,0.7813,0.82
10.981192,-0.2426,0.0450,0.7887,0.83
10.999040,-0.2561,0.0797,0.8174,0.86
11.021240,-0.2517,0.1054,0.8495,0.89
11.053201,-0.2547,0.1464,0.8707,0.92
11.066662,-0.2532,0.1489,0.8681,0.92
11.083407,-0.2899,0.1322,0.8626,0.92
11.105370,-0.3336,0.1474,0.9086,0.98
11.139112,-0.3348,0.1699,0.9150,0.99
11.162898,-0.3126,0.1741,0.9054,0.97
11.163890,-0.3126,0.1741,0.9054,0.97
11.183608,-0.3089,0.1904,0.9218,0.99
11.222614,-0.4267,0.2857,0.9094,1.04
11.223699,-0.4345,0.2955,0.9094,1.05
